Tarih,Başlık,Metin,ParsedDate,Month,english_text,lemmatized_text,stemmed_text
"Fri, 05 Jan 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (05.01.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları five one two thousand and eighteen döviz haberleri bloomberght,2018-01-05 08:00:00,1,foreign exchange opening prices in the free market five one two thousand and eighteen foreign exchange news bloomberght,foreign exchange opening price free market five one two thousand eighteen foreign exchange news bloomberght,foreign exchang open price free market five one two thousand eighteen foreign exchang news bloomberght
"Sat, 17 Nov 2018 08:00:00 GMT",Mısır ekonomisinin 3'üncü büyük döviz kaynağı: Süveyş Kanalı - Anadolu Ajansı,mısır ekonomisinin three üncü büyük döviz kaynağı süveyş kanalı anadolu ajansı,2018-11-17 08:00:00,11,"Suez Canal, the third largest source of foreign exchange for the Egyptian economy, Anatolian Agency",suez canal third large source foreign exchange egyptian economy anatolian agency,suez canal third largest sourc foreign exchang egyptian economi anatolian agenc
"Mon, 13 Aug 2018 07:00:00 GMT","Merkez Bankası zorunlu karşılıkları indirdi, döviz depo limitlerini artırdı - BBC",merkez bankası zorunlu karşılıkları indirdi döviz depo limitlerini artırdı bbc,2018-08-13 07:00:00,8,"central bank reduced required reserves, increased foreign exchange deposit limits bbc",central bank reduce require reserve increase foreign exchange deposit limit bbc,central bank reduc requir reserv increas foreign exchang deposit limit bbc
"Mon, 10 Sep 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (10.09.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları ten nine two thousand and eighteen döviz haberleri bloomberght,2018-09-10 07:00:00,9,foreign exchange opening prices in the free market ten nine two thousand and eighteen foreign exchange news bloomberght,foreign exchange opening price free market ten nine two thousand eighteen foreign exchange news bloomberght,foreign exchang open price free market ten nine two thousand eighteen foreign exchang news bloomberght
"Tue, 08 May 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (08.05.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları eight five two thousand and eighteen döviz haberleri bloomberght,2018-05-08 07:00:00,5,foreign exchange opening prices in the free market eight five two thousand and eighteen foreign exchange news bloomberght,foreign exchange opening price free market eight five two thousand eighteen foreign exchange news bloomberght,foreign exchang open price free market eight five two thousand eighteen foreign exchang news bloomberght
"Tue, 27 Nov 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (27.11.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty seven eleven two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-11-27 08:00:00,11,foreign exchange opening prices in the free market twenty seven eleven two thousand and eighteen last minute economic news bloomberght,foreign exchange opening price free market twenty seven eleven two thousand eighteen last minute economic news bloomberght,foreign exchang open price free market twenti seven eleven two thousand eighteen last minut econom news bloomberght
"Thu, 22 Feb 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (22.02.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty two two two thousand and eighteen döviz haberleri bloomberght,2018-02-22 08:00:00,2,foreign exchange opening prices in the free market twenty two two two thousand and eighteen foreign exchange news bloomberght,foreign exchange opening price free market twenty two two two thousand eighteen foreign exchange news bloomberght,foreign exchang open price free market twenti two two two thousand eighteen foreign exchang news bloomberght
"Fri, 29 Jun 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (29.06.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty nine six two thousand and eighteen döviz haberleri bloomberght,2018-06-29 07:00:00,6,foreign exchange opening prices in the free market twenty nine six two thousand and eighteen foreign exchange news bloomberght,foreign exchange opening price free market twenty nine six two thousand eighteen foreign exchange news bloomberght,foreign exchang open price free market twenti nine six two thousand eighteen foreign exchang news bloomberght
"Mon, 08 Jan 2018 08:00:00 GMT",Türkiye’de İstihdam Artışının Yanında İstihdam Kalitesi de Arttı Mı? - World Bank Blogs,türkiye de i̇stihdam artışının yanında i̇stihdam kalitesi de arttı mı world bank blogs,2018-01-08 08:00:00,1,"In addition to the increase in employment in Türkiye, has the quality of employment also increased? world bank blogs",addition increase employment türkiye quality employment also increase world bank blog,addit increas employ türkiy qualiti employ also increas world bank blog
"Tue, 29 May 2018 07:00:00 GMT",İş gücü girdi endeksleri arttı - Anadolu Ajansı,i̇ş gücü girdi endeksleri arttı anadolu ajansı,2018-05-29 07:00:00,5,labor force input indices increased anadolu agency,labor force input index increase anadolu agency,labor forc input indic increas anadolu agenc
"Thu, 12 Jul 2018 07:00:00 GMT",Tüketici Fiyatları Konusunda AB İçinde Neredeyiz? - Doğruluk Payı,tüketici fiyatları konusunda ab i̇çinde neredeyiz doğruluk payı,2018-07-12 07:00:00,7,Where are we in the EU regarding consumer prices?,eu regard consumer price,eu regard consum price
"Sun, 22 Apr 2018 07:00:00 GMT",Borsa tarihi zirvesini yenileyebilir - Uzmanpara,borsa tarihi zirvesini yenileyebilir uzmanpara,2018-04-22 07:00:00,4,The stock market may renew its historical peak Uzmanpara,stock market may renew historical peak uzmanpara,stock market may renew histor peak uzmanpara
"Mon, 13 Aug 2018 07:00:00 GMT",'Korku Endeksi' yüzde 29 yükseldi; Türk Lirası değer kaybetmeye devam ediyor - T24,korku endeksi yüzde twenty nine yükseldi türk lirası değer kaybetmeye devam ediyor ttwenty four,2018-08-13 07:00:00,8,fear index increased by twenty nine percent Turkish lira continues to lose value ttwenty four,fear index increase twenty nine percent turkish lira continue lose value ttwenty four,fear index increas twenti nine percent turkish lira continu lose valu ttwenti four
"Wed, 03 Jan 2018 08:00:00 GMT",Borsada dipteki hisselerin zamanı - Borsanın Gündemi,borsada dipteki hisselerin zamanı borsanın gündemi,2018-01-03 08:00:00,1,"It's time for the stocks at the bottom in the stock market, the agenda of the stock market",time stock bottom stock market agenda stock market,time stock bottom stock market agenda stock market
"Fri, 14 Sep 2018 07:00:00 GMT","Türkiye, insani gelişmede 189 ülke arasında 64. oldu - memurlar.net",türkiye insani gelişmede one hundred and eighty nine ülke arasında sixty four oldu memurlar net,2018-09-14 07:00:00,9,Türkiye became sixty four among one hundred and eighty nine countries in human development civil servants net,türkiye become sixty four among one hundred eighty nine country human development civil servant net,türkiy becam sixti four among one hundr eighti nine countri human develop civil servant net
"Wed, 28 Mar 2018 07:00:00 GMT",STEM’de en yüksek kız öğrenci oranına sahibiz ama teknoloji sektöründe kadın oranı düşük - Hürriyet,stem de en yüksek kız öğrenci oranına sahibiz ama teknoloji sektöründe kadın oranı düşük hürriyet,2018-03-28 07:00:00,3,"We have the highest rate of female students in STEM, but the rate of women in the technology sector is low Hürriyet",high rate female student stem rate woman technology sector low hürriyet,highest rate femal student stem rate women technolog sector low hürriyet
"Thu, 22 Feb 2018 08:00:00 GMT",Türkiye AB liginde yolsuzlukta 1. sırada - Gazete Duvar,türkiye ab liginde yolsuzlukta one sırada gazete duvar,2018-02-22 08:00:00,2,Türkiye ranks first in corruption in the EU League Newspaper Wall,türkiye rank first corruption eu league newspaper wall,türkiy rank first corrupt eu leagu newspap wall
"Tue, 20 Mar 2018 07:00:00 GMT",Tüketici güven endeksi azaldı - Anadolu Ajansı,tüketici güven endeksi azaldı anadolu ajansı,2018-03-20 07:00:00,3,Consumer confidence index decreased Anadolu Agency,consumer confidence index decrease anadolu agency,consum confid index decreas anadolu agenc
"Tue, 23 Jan 2018 08:00:00 GMT",Tüketici güven endeksi arttı - Anadolu Ajansı,tüketici güven endeksi arttı anadolu ajansı,2018-01-23 08:00:00,1,Consumer confidence index increased Anadolu Agency,consumer confidence index increase anadolu agency,consum confid index increas anadolu agenc
"Mon, 23 Jul 2018 07:00:00 GMT",Tüketici güven endeksi 21 ayın zirvesinde - Anadolu Ajansı,tüketici güven endeksi twenty one ayın zirvesinde anadolu ajansı,2018-07-23 07:00:00,7,consumer confidence index at the top of twenty one month anadolu agency,consumer confidence index top twenty one month anadolu agency,consum confid index top twenti one month anadolu agenc
"Thu, 03 May 2018 07:00:00 GMT",Küresel gıda fiyatları nisanda istikrarlı seyretti - Anadolu Ajansı,küresel gıda fiyatları nisanda istikrarlı seyretti anadolu ajansı,2018-05-03 07:00:00,5,Global food prices remained stable in April Anadolu Agency,global food price remain stable april anadolu agency,global food price remain stabl april anadolu agenc
"Mon, 12 Feb 2018 08:00:00 GMT",Piyasalarda Gün Ortası - SonDakika,piyasalarda gün ortası sondakika,2018-02-12 08:00:00,2,Midday breaking news in the markets,midday break news market,midday break news market
"Fri, 06 Apr 2018 07:00:00 GMT",Türkler 2017'de en çok hangi ülkeleri ziyaret etti? - Turizm Ajansı,türkler two thousand and seventeen de en çok hangi ülkeleri ziyaret etti turizm ajansı,2018-04-06 07:00:00,4,Which countries did Turks visit the most in Two Thousand and Seventeen? Tourism Agency,country turk visit two thousand seventeen tourism agency,countri turk visit two thousand seventeen tourism agenc
"Wed, 25 Jul 2018 07:00:00 GMT",Dünyanın havası en kirli şehirleri belli oldu! Türkiye'den üç şehir var - GZT,dünyanın havası en kirli şehirleri belli oldu türkiye den üç şehir var gzt,2018-07-25 07:00:00,7,The cities with the most polluted air in the world have been revealed. There are three cities in Turkey.,city pollute air world reveal three city turkey,citi pollut air world reveal three citi turkey
"Tue, 06 Nov 2018 08:00:00 GMT",Aydın'ın en değerli ilçesi belli oldu - Aydın Kulis Haber,aydın ın en değerli ilçesi belli oldu aydın kulis haber,2018-11-06 08:00:00,11,The most valuable district of Aydin has been announced. Aydin backstage news,valuable district aydin announce aydin backstage news,valuabl district aydin announc aydin backstag news
